"Species"	"Country"	"Code"	"D12"	"R"	"S"
"Sextonia rubra (Mez) van der Werff "	"Guyane francaise"	"0152G"	0.67	0.46	29
"Sextonia rubra (Mez) van der Werff "	"Guyane francaise"	"0153G"	0.74	0.44	33
"Sextonia rubra (Mez) van der Werff "	"Brésil"	"0169V"	0.71	0.53	27
"Sextonia rubra (Mez) van der Werff "	"Guyane francaise"	"0178G"	0.73	0.49	27
"Sextonia rubra (Mez) van der Werff "	"Brésil"	"0181V"	0.71	0.51	26
"Sextonia rubra (Mez) van der Werff "	"Guyane francaise"	"0446G"	0.67	0.47	28
"Shorea-antho assamica Dyer v. philippinensis Sym."	"Philippines"	"2497"	0.53	0.43	26
"Shorea-antho hypochra Hance"	"Cambodge"	"0987"	0.80	0.48	27
"Shorea-antho hypochra Hance"	"Cambodge"	"0996"	0.64	0.43	24
"Shorea-antho hypochra Hance"	"Cambodge"	"0997"	0.71	0.58	26
"Shorea-antho polita Vid."	"Philippines"	"1765"	0.51	0.26	
"Shorea-antho polita Vid."	"Philippines"	"1765A"	0.52	0.25	
"Shorea-pentacme contorta Vidal"	"Philippines"	"2542"	0.64	0.47	30
"Shorea-pentacme contorta Vidal"	"Philippines"	"2549"	0.48	0.37	29
"Shorea-pentacme contorta Vidal"	"Philippines"	"2567"	0.57	0.44	31
"Shorea-pentacme contorta Vidal"	"Philippines"	"2569"	0.56	0.42	32
"Shorea-pentacme contorta Vidal"	"Philippines"	"2577"	0.52	0.40	32
"Shorea-pentacme sp"	"Philippines"	"1768"	0.63	0.51	26
"Shorea-pentacme sp"	"Philippines"	"2501"	0.50	0.43	27
"Shorea-richetia hopeifolia Sym."	"Philippines"	"2496"	0.44	0.39	27
"Shorea-richetia hopeifolia Sym."	"Philippines"	"2500"	0.50	0.44	23
"Shorea-richetia sp"	"Indonésie Sumatra"	"1817"	0.49	0.43	26
"Shorea-richetia sp"	"Malaisie péninsulaire"	"3202C"	0.58	0.40	24
"Shorea-rubro almon Foxw."	"Philippines"	"2571"	0.60	0.41	28
"Shorea-rubro leprosula Miq."	"Malaisie péninsulaire"	"3201C"	0.58	0.43	27
"Shorea-rubro negrosensis Foxw."	"Philippines"	"1754"	0.58	0.37	32
"Shorea-rubro negrosensis Foxw."	"Philippines"	"2518"	0.63	0.44	27
"Shorea-rubro negrosensis Foxw."	"Philippines"	"2544"	0.66	0.47	29
"Shorea-rubro negrosensis Foxw."	"Philippines"	"2565"	0.71	0.45	29
"Shorea-rubro negrosensis Foxw."	"Philippines"	"2572"	0.71	0.46	28
"Shorea-rubro negrosensis Foxw."	"Philippines"	"2574"	0.61	0.44	30
"Shorea-rubro negrosensis Foxw."	"Philippines"	"2575"	0.63	0.44	30
"Shorea-rubro palosapis (Blco.) Merr."	"Philippines"	"1758"	0.48	0.38	26
"Shorea-rubro palosapis (Blco.) Merr."	"Philippines"	"1866"	0.58	0.39	30
"Shorea-rubro palosapis (Blco.) Merr."	"Philippines"	"2499"	0.48	0.38	28
"Shorea-rubro palosapis (Blco.) Merr."	"Philippines"	"2514"	0.47	0.36	30
"Shorea-rubro palosapis (Blco.) Merr."	"Philippines"	"2522"	0.51	0.37	29
"Shorea-rubro palosapis (Blco.) Merr."	"Philippines"	"2528"	0.55	0.40	29
"Shorea-rubro palosapis (Blco.) Merr."	"Philippines"	"2547"	0.51	0.34	30
"Shorea-rubro palosapis (Blco.) Merr."	"Philippines"	"2564"	0.53	0.36	30
"Shorea-rubro palosapis (Blco.) Merr."	"Philippines"	"2570"	0.57	0.43	26
"Shorea-rubro palosapis (Blco.) Merr."	"Philippines"	"2573"	0.51	0.38	33
"Shorea-rubro palosapis (Blco.) Merr."	"Philippines"	"2579"	0.52	0.35	30
"Shorea-rubro pauciflora King"	"Indonésie Sumatra"	"1818"	0.60	0.37	26
"Shorea-rubro polysperma Merr."	"Philippines"	"2526"	0.62	0.42	31
"Shorea-rubro polysperma Merr."	"Philippines"	"2534"	0.65	0.42	27
"Shorea-rubro polysperma Merr."	"Philippines"	"2548"	0.61	0.40	29
"Shorea-rubro polysperma Merr."	"Philippines"	"2562"	0.71	0.46	29
"Shorea-rubro polysperma Merr."	"Philippines"	"2566"	0.71	0.48	29
"Shorea-rubro polysperma Merr."	"Philippines"	"2568"	0.67	0.40	29
"Shorea-rubro sp"	"Malaisie n.p."	"1148"	0.70	0.39	30
"Shorea-rubro sp"	"Malaisie péninsulaire"	"2580"	0.69	0.43	30
"Shorea-rubro sp"	"Malaisie péninsulaire"	"2878C"	0.64	0.44	26
"Shorea-rubro sp"	"Indonésie Kalimantan"	"3197C"	0.91	0.60	22
"Shorea-rubro sp"	"Indonésie Kalimantan"	"3198C"	0.93	0.64	17
"Shorea-rubro sp"	"Indonésie Kalimantan"	"3199C"	0.90	0.58	22
"Shorea-rubro sp"	"Sabah"	"3227C"	0.47	0.42	26
"Shorea-rubro sp"	"Malaisie n.p."	"3228C"	0.68	0.41	25
"Shorea-rubro sp"	"Malaisie n.p."	"3269C"	0.79	0.51	25
"Shorea-shorea guiso (Blco.)Bl."	"Philippines"	"1772"	0.87	0.57	27
"Shorea-shorea sp"	"Indonésie"	"3196C"	0.88	0.59	23
"Shorea-shorea sp"	"Indonésie"	"3200C"	0.94	0.56	23
"Shorea-shorea sp"	"Asie"	"3274C"	0.95	0.62	21
"Simaba multiflora A.Juss."	"Guyane francaise"	"2554"	0.52	0.44	29
"Simaba multiflora A.Juss."	"Guyane francaise"	"0101G"	0.55	0.43	33
"Simarouba amara Aubl."	"Guadeloupe"	"0163"	0.35	0.36	29
"Simarouba amara Aubl."	"Guyane francaise"	"0656"	0.46	0.44	23
"Simarouba amara Aubl."	"Guyane francaise"	"1389"	0.41	0.30	37
"Simarouba amara Aubl."	"Guyane francaise"	"1486"	0.47	0.31	30
"Simarouba amara Aubl."	"Guyane francaise"	"1577"	0.42	0.33	30
"Simarouba amara Aubl."	"Guyane francaise"	"1580"	0.43	0.26	38
"Simarouba amara Aubl."	"Guadeloupe"	"1809"	0.39	0.33	39
"Simarouba amara Aubl."	"Guadeloupe"	"1814"	0.38	0.27	40
"Simarouba amara Aubl."	"Guyane francaise"	"1828"	0.42	0.36	29
"Simarouba amara Aubl."	"Guyane francaise"	"1861"	0.42	0.35	28
"Simarouba amara Aubl."	"Martinique"	"3066"	0.36	0.29	34
"Simarouba amara Aubl."	"Martinique"	"3105"	0.36	0.28	33
"Simarouba amara Aubl."	"Martinique"	"3112"	0.35	0.31	29
"Simarouba amara Aubl."	"Guyane francaise"	"0013G"	0.40	0.25	35
"Simarouba amara Aubl."	"Brésil"	"0029V"	0.48	0.52	23
"Simarouba amara Aubl."	"Brésil"	"0213V"	0.44	0.35	27
"Simarouba amara Aubl."	"Guyane francaise"	"0252G"	0.44	0.31	34
"Simarouba amara Aubl."	"Guyane francaise"	"0351G"	0.47	0.24	
"Simarouba amara Aubl."	"Guyane francaise"	"0464G"	0.39	0.26	37
"Simarouba amara Aubl."	"Guyane francaise"	"1267G"	0.40	0.26	33
"Sindora klaineana Pierre"	"Gabon"	"0271"	0.61	0.32	32
"Sindoropsis letestui J.Leon."	"Gabon"	"0397"	0.66	0.37	25
"Sindoropsis letestui J.Leon."	"Gabon"	"1292"	0.83	0.51	23
"Sindoropsis letestui J.Leon."	"Gabon"	"1295"	0.81	0.46	26
"Sindoropsis letestui J.Leon."	"Gabon"	"1300"	0.77	0.54	19
"Sindoropsis letestui J.Leon."	"Gabon"	"1304"	0.64	0.51	21
"Sindoropsis letestui J.Leon."	"Gabon"	"1306"	0.73	0.93	
"Sindoropsis letestui J.Leon."	"Gabon"	"2273"	0.68	0.43	24
"Sindoropsis letestui J.Leon."	"Gabon"	"2283"	0.67	0.42	24
"Sleumerodendron austrocaledonicum Virot"	"Nouvelle Calédonie"	"2383"	0.55	0.41	31
"Sloanea latifolia K.Schum."	"Guyane francaise"	"0105G"	0.83	0.54	34
"Sloanea massoni Sw."	"Guadeloupe"	"0188"	0.88	0.59	25
"Sloanea massoni Sw."	"Martinique"	"3135"	0.86	0.61	28
"Sloanea massoni Sw."	"Martinique"	"3138"	0.95	0.64	28
"Sloanea massoni Sw."	"Martinique"	"3150"	0.84	0.58	28
"Sloanea massoni Sw."	"Martinique"	"3158"	0.93	0.63	28
"Sloanea rhodantha R.Cap. var.quadriloba"	"Madagascar"	"0314"	0.63	0.33	32
"Sloanea rhodantha R.Cap. var.quadriloba"	"Madagascar"	"1670"	0.61	0.40	30
"Sloanea rhodantha R.Cap. var.quadriloba"	"Madagascar"	"1674"	0.67	0.40	28
"Sloanea sp"	"Nouvelle Calédonie"	"2378"	0.57	0.47	30
"Spondias mombin L."	"Brésil Amazonie"	"2671"	0.51	0.39	26
"Staudtia kamerunensis Warb."	"Gabon"	"0070"	1.00	0.54	22
"Staudtia kamerunensis Warb."	"Cameroun"	"0358"	0.90	0.54	18
"Staudtia kamerunensis Warb."	"Gabon"	"0359"	0.88	0.62	27
"Staudtia kamerunensis Warb."	"Rép. Congo"	"0400"	0.90	0.45	28
"Staudtia kamerunensis Warb."	"Rép. Congo"	"0755"	0.84	0.46	25
"Staudtia kamerunensis Warb."	"Rép. Congo"	"0786"	0.89	0.44	28
"Staudtia kamerunensis Warb."	"Rép. Congo"	"2270"	0.80	0.44	23
"Staudtia sp"	"Cameroun"	"2113"	0.90	0.49	21
"Staudtia sp"	"Gabon"	"2587"	0.83	0.48	23
"Stemonocoleus micranthus Harms"	"Rép. Congo"	"0501"	0.66	0.41	29
"Stenocarpus trinervis Guillaum."	"Nouvelle Calédonie"	"0204"	1.06	0.44	30
"Stenocarpus trinervis Guillaum."	"Nouvelle Calédonie"	"0586"	1.04	0.43	30
"Stenocarpus trinervis Guillaum."	"Nouvelle Calédonie"	"1724"	1.03	0.47	27
"Stephanostegia sp"	"Madagascar"	"0537"	0.95	0.60	24
"Sterculia pruriens K.Schum."	"Guyane francaise"	"1713"	0.66	0.58	26
"Sterculia pruriens K.Schum."	"Guyane francaise"	"1717"	0.62	0.50	30
"Sterculia pruriens K.Schum."	"Guyane francaise"	"1727"	0.65	0.51	30
"Sterculia pruriens K.Schum."	"Guyane francaise"	"2512"	0.67	0.50	33
"Sterculia pruriens K.Schum."	"Guyane francaise"	"0070G"	0.64	0.41	40
"Sterculia pruriens K.Schum."	"Guyane francaise"	"0085G"	0.51	0.44	41
"Sterculia pruriens K.Schum."	"Guyane francaise"	"0462G"	0.72	0.46	
"Sterculia rhinopetala K.Schum."	"Cameroun"	"0339"	0.78	0.47	28
"Sterculia rhinopetala K.Schum."	"Côte d'Ivoire"	"0376"	0.78	0.79	22
"Sterculia rhinopetala K.Schum."	"Côte d'Ivoire"	"2084"	0.92	0.51	27
"Sterculia rhinopetala K.Schum."	"Côte d'Ivoire"	"2116"	0.89	0.54	27
"Sterculia setigera Del."	"Sénégal"	"1650"	0.39	0.39	
"Sterculia sp"	"Guyane francaise"	"0304G"	0.49	0.28	
"Storckiella pancheri Baill."	"Nouvelle Calédonie"	"2810"	0.98	0.61	28
"Storckiella pancheri Baill."	"Nouvelle Calédonie"	"2849"	0.87	0.54	28
"Strephonema pseudocola A.Chev."	"Côte d'Ivoire"	"0149"	0.73	0.53	27
"Strephonema pseudocola A.Chev."	"Côte d'Ivoire"	"0437"	0.68	0.37	36
"Strombosia grandifolia Hook.f."	"Rép. Congo"	"1400"	1.01	0.57	22
"Strombosia grandifolia Hook.f."	"Rép. Congo"	"1404"	0.98	0.47	26
"Strombosia grandifolia Hook.f."	"Rép. Congo"	"1468"	1.01	0.46	27
"Strombosia pustulata Oliv."	"Côte d'Ivoire"	"0254"	0.85	0.56	26
"Strombosia pustulata Oliv."	"Côte d'Ivoire"	"0447"	0.92	0.56	25
"Strombosia pustulata Oliv. var.lucida"	"Côte d'Ivoire"	"0891"	0.97	0.63	24
"Strychnos sp"	"Comores"	"0383"	0.77	0.61	32
"Stryphnodendron polystachyum Kleinh."	"Guyane francaise"	"1710"	0.66	0.50	25
"Stryphnodendron polystachyum Kleinh."	"Guyane francaise"	"1721"	0.61	0.43	30
"Stryphnodendron polystachyum Kleinh."	"Guyane francaise"	"1742"	0.53	0.45	30
"Stryphnodendron polystachyum Kleinh."	"Brésil Amazonie"	"2677"	0.53	0.42	24
"Swartzia benthamiana Miq."	"Guyane francaise"	"0241"	0.89	0.54	26
"Swartzia fistuloides Harms"	"Rép. Congo"	"0475"	1.03	0.61	20
"Swartzia fistuloides Harms"	"Rép. Congo"	"0480"	1.01	0.54	17
"Swartzia ingaefolia Ducke"	"Brésil"	"0067V"	1.20	0.68	21
"Swartzia leptopetala Benth."	"Brésil"	"0202V"	1.05	0.61	23
"Swartzia oblanceolata Sandw."	"Guyane francaise"	"0298G"	1.05	0.60	29
"Swartzia panacoco Cowan"	"Guyane francaise"	"0242"	1.11	0.60	27
"Swartzia panacoco Cowan"	"Guyane francaise"	"2636"	1.11	0.72	24
"Swartzia panacoco Cowan"	"Brésil"	"3043"	1.26	0.74	20
"Swartzia panacoco Cowan"	"Brésil"	"3052"	1.26	0.76	18
"Swartzia panacoco Cowan"	"Brésil"	"0026V"	1.25	0.68	21
"Swartzia panacoco Cowan"	"Brésil"	"0095V"	1.25	0.68	20
"Swartzia panacoco Cowan"	"Brésil"	"0123V"	1.29	0.65	22
"Swartzia panacoco Cowan"	"Guyane francaise"	"0146G"	1.10	0.66	30
"Swartzia panacoco Cowan"	"Brésil"	"0173V"	1.22	0.72	21
"Swartzia panacoco Cowan var.polyanthera Cowan"	"Guyane francaise"	"0235"	1.11	0.63	24
"Sweetia fruticosa Spreng."	"Paraguay"	"2828"	0.93	0.52	18
"Sweetia fruticosa Spreng."	"Paraguay"	"2891C"	0.98	0.61	17
"Swietenia macrophylla King"	"Honduras"	"0087"	0.58	0.34	28
"Swietenia macrophylla King"	"Mexique"	"0093"	0.54	0.33	33
"Swietenia macrophylla King"	"Pérou"	"0095"	0.55	0.33	31
"Swietenia macrophylla King"	"Martinique"	"1139"	0.59	0.47	22
"Swietenia macrophylla King"	"Martinique"	"1155"	0.52	0.32	29
"Swietenia macrophylla King"	"Brésil"	"2404"	0.71	0.37	20
"Swietenia macrophylla King"	"Brésil"	"2405"	0.54	0.38	21
"Swietenia macrophylla King"	"Brésil"	"2406"	0.59	0.38	23
"Swietenia macrophylla King"	"Brésil"	"2407"	0.74	0.34	22
"Swietenia macrophylla King"	"Brésil"	"2408"	0.60	0.37	23
"Swietenia macrophylla King"	"Brésil"	"2409"	0.55	0.34	22
"Swietenia macrophylla King"	"Brésil"	"2410"	0.58	0.40	21
"Swietenia macrophylla King"	"Brésil"	"2411"	0.60	0.39	22
"Swietenia macrophylla King"	"Brésil"	"2412"	0.58	0.33	21
"Swietenia macrophylla King"	"Brésil"	"2413"	0.61	0.39	20
"Swietenia macrophylla King"	"Brésil"	"2414"	0.63	0.37	20
"Swietenia macrophylla King"	"Brésil"	"2415"	0.65	0.40	19
"Swietenia macrophylla King"	"Brésil"	"2416"	0.61	0.40	21
"Swietenia macrophylla King"	"Brésil"	"2417"	0.68	0.34	21
"Swietenia macrophylla King"	"Brésil"	"2418"	0.73	0.36	22
"Swietenia macrophylla King"	"Brésil"	"2419"	0.62	0.42	20
"Swietenia macrophylla King"	"Brésil"	"2420"	0.62	0.30	23
"Swietenia macrophylla King"	"Brésil"	"2421"	0.66	0.45	22
"Swietenia macrophylla King"	"Guadeloupe"	"2798"	0.55	0.37	23
"Swietenia macrophylla King"	"Martinique"	"3136"	0.52	0.35	22
"Swietenia macrophylla King"	"Martinique"	"3151"	0.49	0.36	26
"Swietenia macrophylla King"	"Martinique"	"3153"	0.48	0.32	26
"Swietenia macrophylla King"	"Martinique"	"3156"	0.55	0.35	22
"Swietenia macrophylla King"	"Brésil"	"0171V"	0.44	0.36	22
"Swietenia mahagoni Jacq."	"Cuba"	"0086"	0.73	0.33	25
"Swietenia mahagoni Jacq."	"Saint-Domingue"	"0094"	0.75	0.33	22
"Swietenia mahagoni Jacq."	"Guadeloupe"	"0175"	0.75	0.37	21
"Swietenia mahagoni Jacq."	"Guadeloupe"	"1068"	0.67	0.40	18
"Swietenia mahagoni Jacq."	"Guadeloupe"	"1079"	0.72	0.30	21
"Swietenia mahagoni Jacq."	"Martinique"	"3078"	0.55	0.40	20
"Swietenia mahagoni Jacq."	"Martinique"	"3106"	0.51	0.38	24
"Swietenia mahagoni Jacq."	"Martinique"	"3110"	0.56	0.37	22
"Swietenia mahagoni Jacq."	"Martinique"	"3168"	0.60	0.40	21
"Swietenia sp"	"Pérou"	"2698C"	0.60	0.37	23
"Swintonia sp"	"Malaisie péninsulaire"	"3187C"	0.63	0.43	24
"Swintonia sp"	"Malaisie n.p."	"3268C"	0.87	0.49	24
"Symphonia fasciculata Benth. et Hook."	"Madagascar"	"1587"	0.76	0.57	29
"Symphonia fasciculata Benth. et Hook."	"Madagascar"	"1637"	0.79	0.58	27
"Symphonia globulifera L.f."	"Guyane francaise"	"0048"	0.74	0.45	28
"Symphonia globulifera L.f."	"Guyane francaise"	"0049"	0.63	0.38	30
"Symphonia globulifera L.f."	"Guyane francaise"	"1687"	0.71	0.56	27
"Symphonia globulifera L.f."	"Guyane francaise"	"1690"	0.66	0.48	29
"Symphonia globulifera L.f."	"Gabon"	"1748"	0.74	0.51	31
"Symphonia globulifera L.f."	"Guyane francaise"	"2506"	0.65	0.53	29
"Symphonia globulifera L.f."	"Guadeloupe"	"2767"	0.73	0.53	31
"Symphonia globulifera L.f."	"Guadeloupe"	"2807"	0.66	0.50	27
"Symphonia globulifera L.f."	"Burundi"	"2994"	0.62	0.45	30
"Symphonia globulifera L.f."	"Burundi"	"3006"	0.60	0.46	26
"Symphonia globulifera L.f."	"Guyane francaise"	"3174"	0.67	0.54	32
"Symphonia globulifera L.f."	"Guyane francaise"	"3243"	0.67	0.55	28
"Symphonia globulifera L.f."	"Guyane francaise"	"3252"	0.66	0.52	29
"Symphonia globulifera L.F."	"Guyane francaise"	"0038G"	0.75	0.56	31
"Symphonia globulifera L.F."	"Guyane francaise"	"0047G"	0.82	0.50	28
"Symphonia globulifera L.F."	"Guyane francaise"	"0062G"	0.69	0.49	34
"Symphonia globulifera L.F."	"Guyane francaise"	"0268G"	0.75	0.52	31
"Symphonia globulifera L.F."	"Guyane francaise"	"0436G"	0.70	0.52	29
"Symphonia globulifera L.F."	"Guyane francaise"	"0450G"	0.75	0.56	32
"Symphonia globulifera L.F."	"Guyane francaise"	"0461G"	0.79	0.56	28
"Symphonia globulifera L.F."	"Guyane francaise"	"0477G"	0.77	0.55	27
"Symphonia globulifera L.F."	"Guyane francaise"	"1227G"	0.76	0.54	34
"Symphonia globulifera L.f."	"Guadeloupe"	"2807A"	0.64	0.51	28
"Symphonia globulifera L.f."	"Burundi"	"3059P"	0.68	0.52	28
"Symphonia louvelii Jum. et Perr."	"Madagascar"	"1614"	0.78	0.59	27
"Symphonia sp"	"Madagascar"	"1213"	0.89	0.61	29
"Symphonia sp"	"Madagascar"	"1217"	0.86	0.63	28
"Symphonia tanalensis var.parvicalyx Perr."	"Madagascar"	"1714"	0.70	0.58	25
"Symphonia tanalensis var.parvicalyx Perr."	"Madagascar"	"1719"	0.71	0.57	26
"Symphonia tanalensis var.parvicalyx Perr."	"Madagascar"	"1726"	0.71	0.55	26
"Symphonia urophylla Benth. et Hook.f."	"Madagascar"	"0322"	0.63	0.21	
"Symplocos martinicensis Jacq."	"Guadeloupe"	"0194"	0.61	0.45	36
"Syzygium dyerianum Chantar. et Parn."	"Malaisie péninsulaire"	"3188C"	0.85	0.53	25
"Syzygium dyerianum Chantar. et Parn."	"Malaisie péninsulaire"	"3189C"	0.87	0.54	25
"Syzygium frutescens Brong. et Gris."	"Nouvelle Calédonie"	"2841"	0.91	0.51	29
"Syzygium guineense DC."	"Mali"	"0295"	0.74	0.47	26
"Syzygium inophylloides C.Muell."	"Wallis Futuna"	"1784"	0.84	0.35	37
"Syzygium lateriflorum Brong. et Gris."	"Nouvelle Calédonie"	"2202"	0.79	0.43	31
"Syzygium sp"	"Rép. Congo"	"0477"	0.81	0.46	33
"Syzygium sp"	"Wallis Futuna"	"1780"	0.70	0.46	27
"Syzygium sp"	"Nouvelle Calédonie"	"2222"	1.00	0.57	26
"Syzygium sp"	"Nouvelle Calédonie"	"2370"	1.00	0.49	31
"Syzygium wagapense Brongn."	"Nouvelle Calédonie"	"0816"	1.02		
"Syzygium wagapense Brongn."	"Nouvelle Calédonie"	"2255"	0.91	0.54	30
"Tabebuia fluviatilis (Aubl.) DC."	"Guyane francaise"	"0229"	0.66	0.48	24
"Tabebuia heptaphylla (Vell.) Toledo"	"Paraguay"	"1594"	0.88	0.48	24
"Tabebuia heptaphylla (Vell.) Toledo"	"Paraguay"	"2827"	0.98	0.56	21
"Tabebuia heptaphylla (Vell.) Toledo"	"Paraguay"	"2887C"	0.94	0.53	19
"Tabebuia heterophylla Britt."	"Guadeloupe"	"0180"	0.56	0.39	22
"Tabebuia pallida Miers"	"Guadeloupe"	"2764"	0.61	0.42	22
"Tabebuia pallida Miers"	"Guadeloupe"	"2769"	0.60	0.41	21
"Tabebuia pallida Miers"	"Martinique"	"3076"	0.60	0.41	19
"Tabebuia pallida Miers"	"Martinique"	"3108"	0.56	0.40	21
"Tabebuia pallida Miers"	"Martinique"	"3164"	0.61	0.44	19
"Tabebuia serratifolia Nich."	"Guyane francaise"	"0233"	1.18	0.70	19
"Tabebuia serratifolia Nich."	"Guyane francaise"	"0001G"	1.02	0.62	23
"Tabebuia serratifolia Nich."	"Brésil"	"0052V"	1.16	0.73	20
"Tabebuia serratifolia Nich."	"Guyane francaise"	"0126G"	1.11	0.65	24
"Tabebuia serratifolia Nich."	"Guyane francaise"	"0204G"	1.16	0.57	20
"Tabebuia serratifolia Nich."	"Guyane francaise"	"0267G"	1.14	0.62	22
"Tabebuia serratifolia Nich."	"Guyane francaise"	"0352G"	1.03	0.37	34
"Tabebuia sp"	"Brésil"	"2422"	0.97	0.63	18
"Tabebuia sp"	"Brésil"	"2423"	1.03	0.65	16
"Tabebuia sp"	"Brésil"	"2424"	1.09	0.73	16
"Tabebuia sp"	"Brésil"	"2425"	1.05	0.62	17
"Tabebuia sp"	"Brésil"	"2426"	0.99	0.62	17
"Tabebuia sp"	"Brésil"	"2427"	0.96	0.57	17
"Tabebuia sp"	"Brésil"	"2428"	1.08	0.63	17
"Tabebuia sp"	"Brésil"	"2429"	1.08	0.61	18
"Tabebuia sp"	"Brésil"	"2430"	1.00	0.63	18
"Tabebuia sp"	"Guyane francaise"	"2725"	1.19	0.75	
"Tabebuia sp"	"Guyane francaise"	"3242"	0.92	0.57	17
"Tabebuia sp"	"Guyane francaise"	"3244"	0.90	0.57	18
"Tachigali myrmecophila Ducke"	"Brésil Amazonie"	"2649C"	0.75	0.52	24
"Tachigali paniculata Aubl."	"Guyane francaise"	"2275"	0.52	0.47	27
"Tachigali rusbyi Harms"	"Brésil"	"0152V"	0.66	0.48	27
"Tachigali sp"	"Brésil"	"2972"	0.48	0.38	23
"Tachigali sp"	"Brésil"	"3027"	0.54	0.48	26
"Tachigali sp"	"Brésil"	"0073V"	0.51	0.37	28
"Tachigali sp"	"Brésil"	"0113V"	0.48	0.33	32
"Talauma dodecapetala Urb."	"Guadeloupe"	"2765"	0.60	0.42	33
"Talauma dodecapetala Urb."	"Guadeloupe"	"2786"	0.63	0.46	32
"Talauma dodecapetala Urb."	"Martinique"	"3067"	0.54	0.41	32
"Talauma dodecapetala Urb."	"Martinique"	"3069"	0.59	0.43	32
"Talauma dodecapetala Urb."	"Martinique"	"3114"	0.64	0.50	31
"Talauma dodecapetala Urb."	"Martinique"	"3115"	0.60	0.43	27
"Talauma dodecapetala Urb."	"Martinique"	"3165"	0.53	0.38	29
"Talauma dodecapetala Urb."	"Guadeloupe"	"2765A"	0.56	0.41	32
"Talauma dodecapetala Urb."	"Guadeloupe"	"2786A"	0.62	0.44	31
"Tambourissa tricophylla Bak. var.thouvenotii Cav."	"Madagascar"	"0259"	0.59	0.32	36
"Tambourissa tricophylla Bak. var.thouvenotii Cav."	"Madagascar"	"0307"	0.60	0.48	24
"Tapirira guianensis Aubl."	"Guyane francaise"	"1268G"	0.69	0.35	28
"Taralea oppositifolia Aubl."	"Brésil Amazonie"	"1960"	1.05	0.66	24
"Tarrietia densiflora Aubrev. et Normand"	"Gabon"	"0023"	0.70	0.40	24
"Tarrietia densiflora Aubrev. et Normand"	"Gabon"	"0857"	0.78	0.45	31
"Tarrietia densiflora Aubrev. et Normand"	"Gabon"	"0858"	0.76	0.43	30
"Tarrietia densiflora Aubrev. et Normand"	"Gabon"	"0886"	0.78	0.37	41
"Tarrietia densiflora Aubrev. et Normand"	"Gabon"	"0992"	0.83	0.28	
"Tarrietia densiflora Aubrev. et Normand"	"Gabon"	"0993"	0.84	0.35	36
"Tarrietia densiflora Aubrev. et Normand"	"Gabon"	"0994"	0.76	0.36	39
"Tarrietia densiflora Aubrev. et Normand"	"Gabon"	"0998"	0.75	0.41	35
"Tarrietia densiflora Aubrev. et Normand"	"Gabon"	"0999"	0.77	0.48	28
"Tarrietia densiflora Aubrev. et Normand"	"Gabon"	"1012"	0.84	0.40	32
"Tarrietia densiflora Aubrev. et Normand"	"Gabon"	"1013"	0.83	0.30	40
"Tarrietia densiflora Aubrev. et Normand"	"Gabon"	"1014"	0.69	0.46	29
"Tarrietia densiflora Aubrev. et Normand"	"Gabon"	"1019"	0.63	0.33	33
"Tarrietia densiflora Aubrev. et Normand"	"Gabon"	"1020"	0.75	0.35	32
"Tarrietia javanica Bl."	"Cambodge"	"0125"	0.68	0.53	21
"Tarrietia javanica Bl."	"Vietnam"	"0529"	0.68	0.33	39
"Tarrietia javanica Bl."	"Cambodge"	"0981"	0.72	0.30	39
"Tarrietia javanica Bl."	"Cambodge"	"0982"	0.71	0.21	
"Tarrietia javanica Bl."	"Cambodge"	"1011"	0.71	0.27	
"Tarrietia javanica Bl."	"Cambodge"	"1082"	0.65	0.46	26
"Tarrietia javanica Bl."	"Cambodge"	"1109"	0.66	0.31	40
"Tarrietia simplicifolia Mast."	"Indonesie Moll.Cele."	"2879"	0.63	0.43	28
"Tarrietia sp"	"Asie"	"2843"	0.70	0.51	30
"Tarrietia utilis Sprague"	"Gabon"	"0024"	0.69	0.36	26
"Tarrietia utilis Sprague"	"Côte d'Ivoire"	"0096"	0.69	0.41	28
"Tarrietia utilis Sprague"	"Côte d'Ivoire"	"0332"	0.69	0.58	25
"Tarrietia utilis Sprague"	"Côte d'Ivoire"	"0348"	0.72	0.56	28
"Tarrietia utilis Sprague"	"Côte d'Ivoire"	"0531"	0.64	0.39	25
"Tarrietia utilis Sprague"	"Côte d'Ivoire"	"0639"	0.65	0.33	33
"Tarrietia utilis Sprague"	"Côte d'Ivoire"	"0977"	0.58	0.32	36
"Tarrietia utilis Sprague"	"Côte d'Ivoire"	"0978"	0.63	0.34	29
"Tarrietia utilis Sprague"	"Côte d'Ivoire"	"0979"	0.62	0.31	33
"Tarrietia utilis Sprague"	"Côte d'Ivoire"	"0980"	0.63	0.38	32
"Tarrietia utilis Sprague"	"Côte d'Ivoire"	"0984"	0.61	0.33	34
"Tarrietia utilis Sprague"	"Côte d'Ivoire"	"0985"	0.60	0.40	31
"Tarrietia utilis Sprague"	"Côte d'Ivoire"	"0986"	0.61	0.32	37
"Tarrietia utilis Sprague"	"Côte d'Ivoire"	"0989"	0.61	0.40	32
"Tarrietia utilis Sprague"	"Côte d'Ivoire"	"0990"	0.68	0.37	32
"Tarrietia utilis Sprague"	"Côte d'Ivoire"	"0991"	0.66	0.32	35
"Tarrietia utilis Sprague"	"Côte d'Ivoire"	"2590"	0.67	0.47	26
