"Species"	"Country"	"Code"	"D12"	"R"	"S"
"Bixa arborea Huber"	"Brésil"	"0180V"	0.43	0.33	25
"Blighia sapida Koen."	"Côte d'Ivoire"	"0459"	0.66	0.45	28
"Blighia welwitschii Radlk."	"Côte d'Ivoire"	"0422"	0.91	0.53	34
"Bocoa prouacensis Aubl."	"Guyane francaise"	"0228"	1.24	0.60	26
"Bocoa prouacensis Aubl."	"Guyane francaise"	"2561"	1.21	0.74	22
"Bocoa prouacensis Aubl."	"Guyane francaise"	"2583"	1.23	0.75	24
"Bocoa prouacensis Aubl."	"Guyane francaise"	"0138G"	1.20	0.66	26
"Bocoa prouacensis Aubl."	"Guyane francaise"	"0139G"	1.31	0.73	23
"Bocoa prouacensis Aubl."	"Guyane francaise"	"0145G"	1.24	0.70	24
"Bocoa prouacensis Aubl."	"Guyane francaise"	"0359G"	1.23	0.71	26
"Bocoa prouacensis Aubl."	"Guyane francaise"	"0360G"	1.18	0.68	22
"Bocoa prouacensis Aubl."	"Guyane francaise"	"0361G"	1.19	0.69	25
"Bocoa prouacensis Aubl."	"Guyane francaise"	"0438G"	1.22	0.74	23
"Bocoa prouacensis Aubl."	"Guyane francaise"	"1236G"	1.15	0.66	26
"Bombacopsis nervosa Robyns"	"Guyane francaise"	"0756"	0.60	0.45	31
"Bombacopsis nervosa Robyns"	"Guyane francaise"	"1510"	0.59	0.49	26
"Bombacopsis nervosa Robyns"	"Guyane francaise"	"1606"	0.70	0.52	26
"Bombacopsis nervosa Robyns"	"Guyane francaise"	"1620"	0.62	0.53	24
"Bombax costatum Vuill."	"Sénégal"	"1656"	0.38	0.31	26
"Bombax costatum Vuill."	"Sénégal"	"1663"	0.40	0.30	28
"Bombax costatum Vuill."	"Sénégal"	"1676"	0.50	0.32	28
"Bombax costatum Vuill."	"Mali"	"2062"	0.41	0.35	25
"Bombax costatum Vuill."	"Mali"	"2069"	0.40	0.34	27
"Bombax costatum Vuill."	"Mali"	"2085"	0.39	0.31	25
"Bombax sp"	"Rép. Congo"	"0473"	0.29	0.40	24
"Borassus aethiopum Mart."	"Côte d'Ivoire"	"0286"	0.88	0.52	25
"Borassus aethiopum Mart."	"Niger"	"2120"	1.04	0.50	20
"Brachylaena ramiflora Humbert"	"Madagascar"	"0308"	0.91	0.59	24
"Brachylaena ramiflora Humbert"	"Madagascar"	"0317"	0.95	0.56	26
"Brachylaena ramiflora Humbert"	"Madagascar"	"0727"	0.94	0.47	31
"Brachylaena ramiflora Humbert"	"Madagascar"	"1488"	0.89	0.52	25
"Brachylaena ramiflora Humbert"	"Madagascar"	"1492"	0.90	0.50	24
"Brachylaena ramiflora Humbert"	"Madagascar"	"1504"	0.93	0.58	22
"Brachylaena ramiflora Humbert var.comorensis Humb."	"Comores"	"0316"	0.95	0.51	25
"Brachystegia cynometroides Harms"	"Cameroun"	"0667"	0.62	0.36	31
"Brachystegia cynometroides Harms"	"Cameroun"	"0683"	0.72	0.42	27
"Brachystegia cynometroides Harms"	"Cameroun"	"0685"	0.64	0.38	29
"Brachystegia cynometroides Harms"	"Cameroun"	"0687"	0.65	0.41	29
"Brachystegia cynometroides Harms"	"Cameroun"	"0688"	0.62	0.35	28
"Brachystegia cynometroides Harms"	"Cameroun"	"0696"	0.53	0.36	28
"Brachystegia cynometroides Harms"	"Cameroun"	"1810"	0.62	0.41	29
"Brachystegia cynometroides Harms"	"Cameroun"	"0683A"	0.73	0.41	27
"Brachystegia laurentii Louis"	"Gabon"	"0605"	0.59	0.21	39
"Brachystegia laurentii Louis"	"Cameroun"	"0668"	0.67	0.39	30
"Brachystegia laurentii Louis"	"Cameroun"	"0735"	0.53	0.33	30
"Brachystegia laurentii Louis"	"Gabon"	"1239"	0.57	0.32	32
"Brachystegia laurentii Louis"	"Gabon"	"1250"	0.55	0.34	30
"Brachystegia laurentii Louis"	"Gabon"	"1263"	0.54	0.30	29
"Brachystegia laurentii Louis"	"Gabon"	"1264"	0.57	0.32	22
"Brachystegia laurentii Louis"	"Gabon"	"1274"	0.51	0.36	30
"Brachystegia laurentii Louis"	"Gabon"	"1716"	0.59	0.40	25
"Brachystegia laurentii Louis"	"Gabon"	"1720"	0.55	0.42	25
"Brachystegia laurentii Louis"	"Gabon"	"1728"	0.60	0.41	23
"Brachystegia laurentii Louis"	"Cameroun"	"0735A"	0.54	0.27	31
"Brachystegia leonensis Burt.,Davy et Hutch."	"Libéria"	"1062"	0.49	0.26	41
"Brachystegia leonensis Burt.,Davy et Hutch."	"Libéria"	"1063"	0.56	0.40	28
"Brachystegia mildbraedii Harms"	"Cameroun"	"0669"	0.58	0.47	25
"Brachystegia mildbraedii Harms"	"Cameroun"	"0671"	0.57	0.40	29
"Brachystegia mildbraedii Harms"	"Cameroun"	"0732"	0.57	0.33	33
"Brachystegia mildbraedii Harms"	"Cameroun"	"0734"	0.62	0.39	30
"Brachystegia mildbraedii Harms"	"Cameroun"	"0736"	0.56	0.32	33
"Brachystegia mildbraedii Harms"	"Cameroun"	"2022"	0.63	0.45	26
"Brachystegia mildbraedii Harms"	"Cameroun"	"2083"	0.47	0.38	24
"Brachystegia mildbraedii Harms"	"Cameroun"	"2091"	0.59	0.40	27
"Brachystegia mildbraedii Harms"	"Cameroun"	"0736A"	0.51	0.31	31
"Brachystegia mildbraedii Harms"	"Cameroun"	"2022A"	0.57	0.39	27
"Brachystegia mildbraedii Harms"	"Cameroun"	"2083A"	0.48	0.36	25
"Brachystegia mildbraedii Harms"	"Cameroun"	"2091A"	0.58	0.33	27
"Brachystegia sp"	"Cameroun"	"0733"	0.56	0.34	28
"Brachystegia sp"	"Cameroun"	"0737"	0.53	0.28	37
"Breonia decidua Hom."	"Madagascar"	"0644"	0.84	0.32	
"Breonia keliravina Hom."	"Madagascar"	"1561"	1.09	0.57	31
"Breonia keliravina Hom."	"Madagascar"	"1693"	0.83	0.54	29
"Breonia macrocarpa Hom."	"Madagascar"	"0292"	0.81	0.43	27
"Breonia perrieri Hom."	"Madagascar"	"1100"	0.86	0.48	24
"Breonia sp"	"Madagascar"	"1569"	0.81	0.43	37
"Breonia sp"	"Madagascar"	"1683"	0.79	0.54	28
"Breviea leptosperma Heine"	"Côte d'Ivoire"	"0416"	0.62	0.44	31
"Bridelia grandis Pierre"	"Côte d'Ivoire"	"0439"	0.59	0.38	28
"Bridelia stenocarpa Muell.Arg."	"Côte d'Ivoire"	"0445"	0.50	0.34	29
"Bridelia tulasneana Baill."	"Madagascar"	"1348"	0.55	0.35	39
"Brosimum parinarioides Ducke"	"Brésil"	"0140V"	0.70	0.51	29
"Brosimum parinarioides Ducke"	"Brésil"	"0216V"	0.59	0.45	26
"Brosimum potabile Ducke"	"Brésil"	"3026"	0.67	0.52	26
"Brosimum potabile Ducke"	"Brésil"	"0089V"	0.70	0.49	28
"Brosimum rubescens Taub."	"Brésil"	"3033"	1.16	0.49	18
"Brosimum rubescens Taub."	"Brésil"	"0027V"	1.29	0.58	18
"Brosimum rubescens Taub."	"Brésil"	"0114V"	1.18	0.59	17
"Brosimum rubescens Taub."	"Brésil"	"0151V"	1.02	0.60	17
"Brosimum rubescens Taub."	"Brésil"	"0229V"	1.03	0.51	20
"Brosimum rubescens Taub."	"Guyane francaise"	"0317G"	1.04	0.53	20
"Brosimum rubescens Taub."	"Guyane francaise"	"0383G"	0.97	0.47	27
"Brosimum utile Pitt."	"Guyane francaise"	"1770"	0.49	0.33	39
"Broussonetia greveana Berg."	"Madagascar"	"1236"	0.50	0.36	23
"Broussonetia greveana Berg."	"Madagascar"	"1240"	0.48	0.37	22
"Broussonetia greveana Berg."	"Madagascar"	"1247"	0.47	0.33	26
"Buchenavia oxycarpa Eichl."	"Brésil Amazonie"	"3175"	0.98	0.44	23
"Buchenavia oxycarpa Eichl."	"Brésil"	"0021V"	0.96	0.54	25
"Buchenavia oxycarpa Eichl."	"Brésil"	"0212V"	0.92	0.41	25
"Bureavella wakere Aubrev."	"Nouvelle Calédonie"	"0575"	1.10	0.78	21
"Byrsonima spicata (Cav.) DC."	"Guadeloupe"	"0178"	0.62	0.45	30
"Byrsonima spicata (Cav.) DC."	"Guadeloupe"	"3035"	0.71	0.49	26
"Cabralea cangerana Mart."	"Paraguay"	"2826"	0.54	0.35	30
"Callitris endlicheri"	"Burundi"	"3054P"	0.67	0.29	35
"Callitris endlicheri"	"Burundi"	"3061P"	0.63	0.33	33
"Callitris glauca R.Br."	"Burundi"	"3040P"	0.58	0.35	30
"Callitris glauca R.Br."	"Burundi"	"3047P"	0.57	0.35	29
"Callitris glauca R.Br."	"Burundi"	"3060P"	0.57	0.34	31
"Callitris robusta R.Br."	"Burundi"	"3044P"	0.57	0.34	30
"Callitris robusta R.Br."	"Burundi"	"3048P"	0.61	0.36	28
"Callitris robusta R.Br."	"Burundi"	"3057P"	0.60	0.33	31
"Callitris sp"	"Australie"	"3178"	0.74		
"Callitris sp"	"Australie"	"3178A"	0.64		
"Callitris sp"	"Australie"	"3178B"	0.82		
"Calophyllum angulare A.C.Smith"	"Brésil"	"0193V"	0.60	0.44	28
"Calophyllum brasiliense Camb."	"Nicaragua"	"2538"	0.63	0.46	29
"Calophyllum brasiliense Camb."	"Brésil"	"0224V"	0.67	0.51	29
"Calophyllum calaba L."	"Guadeloupe"	"0191"	0.64	0.32	41
"Calophyllum caledonicum Vieill."	"Nouvelle Calédonie"	"0206"	0.82	0.50	28
"Calophyllum caledonicum Vieill."	"Nouvelle Calédonie"	"0580"	0.70	0.43	23
"Calophyllum caledonicum Vieill."	"Nouvelle Calédonie"	"0591"	0.72	0.38	37
"Calophyllum caledonicum Vieill."	"Nouvelle Calédonie"	"1783"	0.79	0.34	
"Calophyllum caledonicum Vieill."	"Nouvelle Calédonie"	"2831"	0.77	0.47	31
"Calophyllum caledonicum Vieill."	"Nouvelle Calédonie"	"2834"	0.80	0.48	29
"Calophyllum caledonicum Vieill."	"Nouvelle Calédonie"	"2835"	0.87	0.49	29
"Calophyllum drouhardii H.Perr."	"Madagascar"	"0717"	0.71	0.38	37
"Calophyllum ferrugineum Ridl."	"Malaisie péninsulaire"	"3193C"	0.96	0.59	28
"Calophyllum inophyllum L."	"Polynésie francaise"	"2682"	0.64	0.41	27
"Calophyllum inophyllum L."	"Polynésie francaise"	"2684"	0.63	0.42	27
"Calophyllum milvum P.F.Stevens"	"Madagascar"	"0335"	0.79	0.53	31
"Calophyllum milvum P.F.Stevens"	"Madagascar"	"0360"	0.89	0.63	30
"Calophyllum milvum P.F.Stevens"	"Madagascar"	"0534"	0.87	0.50	37
"Calophyllum milvum P.F.Stevens"	"Madagascar"	"1538"	0.93	0.45	38
"Calophyllum milvum P.F.Stevens"	"Madagascar"	"1544"	0.76	0.44	31
"Calophyllum milvum P.F.Stevens"	"Madagascar"	"1551"	0.91	0.54	31
"Calophyllum montanum Vieill."	"Nouvelle Calédonie"	"1170"	0.84	0.43	35
"Calophyllum neo-ebudicum Guill."	"Wallis Futuna"	"1779"	0.70	0.45	30
"Calophyllum neo-ebudicum Guill."	"Vanuatu"	"1819"	0.65	0.44	30
"Calophyllum neo-ebudicum Guill."	"Vanuatu"	"1845"	0.59	0.38	31
"Calophyllum neo-ebudicum Guill."	"Vanuatu"	"1847"	0.63	0.41	31
"Calophyllum neo-ebudicum Guill."	"Vanuatu"	"1848"	0.64	0.42	30
"Calophyllum neo-ebudicum Guill."	"Vanuatu"	"1905"	0.59	0.43	31
"Calophyllum neo-ebudicum Guill."	"Vanuatu"	"1909"	0.59	0.41	30
"Calophyllum neo-ebudicum Guill."	"Vanuatu"	"1927"	0.64	0.42	30
"Calophyllum sp"	"Brésil"	"2696C"	0.58	0.45	30
"Calophyllum sp"	"Pérou"	"2700C"	0.60	0.49	25
"Calophyllum sp"	"Brésil"	"2712C"	0.61	0.47	30
"Calophyllum sp"	"Brésil"	"2716C"	0.58	0.45	31
"Calpocalyx heitzii Pellegr."	"Gabon"	"0715"	0.76	0.48	28
"Calpocalyx heitzii Pellegr."	"Gabon"	"0744"	0.75	0.39	27
"Calpocalyx heitzii Pellegr."	"Gabon"	"1010"	0.89	0.56	29
"Calpocalyx heitzii Pellegr."	"Gabon"	"1159"	0.88	0.39	37
"Calpocalyx heitzii Pellegr."	"Gabon"	"1164"	0.75	0.39	28
"Calpocalyx heitzii Pellegr."	"Gabon"	"1187"	0.86	0.36	38
"Calpocalyx heitzii Pellegr."	"Gabon"	"1208"	0.75	0.73	
"Calpocalyx heitzii Pellegr."	"Gabon"	"1251"	0.89	0.50	28
"Calpocalyx heitzii Pellegr."	"Gabon"	"1266"	0.78	0.53	22
"Calpocalyx heitzii Pellegr."	"Gabon"	"1270"	0.85	0.38	33
"Calpocalyx sp"	"Gabon"	"0074"	0.89	0.63	19
"Calpocalyx sp"	"Gabon"	"0504"	0.81	0.41	33
"Calycophyllum sp"	"Brésil Amazonie"	"2888"	0.83	0.55	22
"Canarium madagascariense Engl."	"Madagascar"	"0645"	0.63	0.35	37
"Canarium madagascariense Engl."	"Madagascar"	"1180"	0.59	0.34	34
"Canarium madagascariense Engl."	"Madagascar"	"1183"	0.64	0.52	29
"Canarium madagascariense Engl."	"Madagascar"	"1419"	0.66	0.48	29
"Canarium madagascariense Engl."	"Madagascar"	"1444"	0.54	0.48	26
"Canarium madagascariense Engl."	"Madagascar"	"1445"	0.63	0.38	34
"Canarium madagascariense Engl."	"Madagascar"	"1446"	0.55	0.34	35
"Canarium madagascariense Engl."	"Madagascar"	"1447"	0.67	0.49	31
"Canarium madagascariense Engl."	"Madagascar"	"1448"	0.63	0.48	28
"Canarium madagascariense Engl."	"Madagascar"	"1450"	0.65	0.47	30
"Canarium madagascariense Engl."	"Madagascar"	"1451"	0.55	0.39	31
"Canarium madagascariense Engl."	"Madagascar"	"1452"	0.65	0.43	32
"Canarium madagascariense Engl."	"Madagascar"	"1454"	0.57	0.50	25
"Canarium oleiferum Baill."	"Nouvelle Calédonie"	"1759"	0.52	0.41	28
"Canarium sp"	"Madagascar"	"0533"	0.63	0.29	
"Canarium sp"	"Gabon"	"1015"	0.35		
"Canarium velutinum Guillaum."	"Cameroun"	"0033"	0.45	0.34	39
"Canarium velutinum Guillaum."	"Côte d'Ivoire"	"0341"	0.49	0.39	39
"Canarium velutinum Guillaum."	"Côte d'Ivoire"	"0381"	0.55	0.44	
"Canarium velutinum Guillaum."	"Rép. Congo"	"0427"	0.49	0.29	
"Canarium velutinum Guillaum."	"Rép. Congo"	"0788"	0.41	0.33	41
"Canarium velutinum Guillaum."	"RCA"	"0932"	0.65	0.50	30
"Canarium velutinum Guillaum."	"Cameroun"	"0970"	0.37	0.23	
"Canthium sp"	"Madagascar"	"1519"	1.01	0.58	30
"Canthium sp"	"Madagascar"	"1533"	1.00	0.62	30
"Canthium sp"	"Madagascar"	"1700"	0.98	0.46	35
"Caraipa densifolia Mart."	"Guyane francaise"	"1729"	0.64	0.48	29
"Caraipa densifolia Mart."	"Guyane francaise"	"1741"	0.78	0.51	31
"Caraipa densifolia Mart."	"Guyane francaise"	"1745"	0.62	0.45	30
"Caraipa densifolia Mart."	"Guyane francaise"	"2239"	0.71	0.56	29
"Caraipa densifolia Mart."	"Guyane francaise"	"2242"	0.79	0.58	32
"Caraipa densifolia Mart."	"Guyane francaise"	"2252"	0.87	0.62	29
"Carapa guianensis Aubl."	"Guyane francaise"	"1709"	0.64	0.43	26
"Carapa guianensis Aubl."	"Brésil"	"2431"	0.66	0.50	23
"Carapa guianensis Aubl."	"Brésil"	"2432"	0.66	0.48	24
"Carapa guianensis Aubl."	"Brésil"	"2433"	0.73	0.49	25
"Carapa guianensis Aubl."	"Brésil"	"2434"	0.76	0.52	26
"Carapa guianensis Aubl."	"Brésil"	"2435"	0.56	0.42	24
"Carapa guianensis Aubl."	"Brésil"	"2436"	0.66	0.43	24
"Carapa guianensis Aubl."	"Brésil"	"2437"	0.70	0.50	24
"Carapa guianensis Aubl."	"Brésil"	"2438"	0.71	0.46	25
"Carapa guianensis Aubl."	"Brésil"	"2439"	0.66	0.45	25
"Carapa guianensis Aubl."	"Brésil"	"2440"	0.65	0.45	25
"Carapa guianensis Aubl."	"Brésil"	"2441"	0.73	0.45	25
"Carapa guianensis Aubl."	"Brésil"	"2442"	0.55	0.51	25
"Carapa guianensis Aubl."	"Brésil"	"2915"	0.56	0.43	26
"Carapa guianensis Aubl."	"Brésil"	"0042V"	0.66	0.53	26
"Carapa guianensis Aubl."	"Guyane francaise"	"0076G"	0.70	0.50	35
"Carapa guianensis Aubl."	"Brésil"	"0099V"	0.67	0.56	21
"Carapa guianensis Aubl."	"Guyane francaise"	"0108G"	0.68	0.45	29
"Carapa guianensis Aubl."	"Brésil"	"0117V"	0.62	0.44	30
"Carapa procera DC."	"Côte d'Ivoire"	"0883"	0.87	0.44	34
"Carapa procera DC."	"Guyane francaise"	"1390"	0.75	0.53	30
"Carapa procera DC."	"Guyane francaise"	"1701"	0.67	0.63	24
"Carapa procera DC."	"Guyane francaise"	"1705"	0.67	0.39	
"Carapa procera DC."	"Guyane francaise"	"1214G"	0.71	0.42	35
"Carapa sp"	"Brésil"	"2227"	0.64	0.55	23
"Carapa sp"	"Brésil Amazonie"	"2368"	0.69	0.47	26
"Carapa sp"	"Guyane francaise"	"0355G"	0.59	0.43	27
"Cariniana integrifolia Ducke"	"Brésil"	"0043V"	0.64	0.36	20
"Cariniana integrifolia Ducke"	"Brésil"	"0122V"	0.63	0.39	28
"Cariniana pyriformis Miers"	"Colombie"	"1199"	0.67	0.37	34
"Cariniana pyriformis Miers"	"Colombie"	"1200"	0.73	0.38	33
"Cariniana pyriformis Miers"	"Colombie"	"1812"	0.68	0.49	26
"Cariniana pyriformis Miers"	"Colombie"	"1894"	0.64	0.43	26
"Cariniana pyriformis Miers"	"Colombie"	"1902"	0.73	0.50	29
"Cariniana pyriformis Miers"	"Colombie"	"1903"	0.66	0.45	29
"Cariniana pyriformis Miers"	"Colombie"	"1906"	0.67	0.40	30
"Cariniana pyriformis Miers"	"Colombie"	"1907"	0.70	0.48	27
"Cariniana pyriformis Miers"	"Colombie"	"1910"	0.66	0.42	27
"Cariniana pyriformis Miers"	"Colombie"	"1911"	0.66	0.42	27
"Carpinus betulus L."	"France"	"2184"	0.69	0.50	33
"Carpolepis laurifolia Daws. var.demonstrans Daws."	"Nouvelle Calédonie"	"0814"	0.95	0.32	
"Carpolepis tardiflora Daws."	"Nouvelle Calédonie"	"2374"	0.87	0.49	30
"Carya sp"	"Etats-Unis"	"3270C"	0.85	0.52	33
"Carya sp"	"Canada"	"3271C"	0.81	0.53	31
"Caryocar glabrum Pers."	"Guyane francaise"	"0079"	0.85	0.46	27
"Caryocar glabrum Pers."	"Guyane francaise"	"1484"	0.79	0.50	27
"Caryocar glabrum Pers."	"Guyane francaise"	"1509"	0.80	0.51	27
"Caryocar glabrum Pers."	"Guyane francaise"	"1520"	0.83	0.57	26
"Caryocar glabrum Pers."	"Brésil"	"2936"	0.82	0.52	26
"Caryocar glabrum Pers."	"Brésil"	"3028"	0.87	0.58	27
"Caryocar glabrum Pers."	"Brésil"	"0084V"	0.86	0.61	29
"Caryocar glabrum Pers."	"Brésil"	"0100V"	0.84	0.49	31
"Caryocar glabrum Pers."	"Guyane francaise"	"0104G"	0.73	0.42	31
"Caryocar glabrum Pers."	"Guyane francaise"	"0295G"	0.79	0.44	31
"Caryocar glabrum Pers."	"Guyane francaise"	"0311G"	0.68	0.30	37
"Caryocar glabrum Pers."	"Guyane francaise"	"1240G"	0.88	0.57	29
"Caryocar microcarpum Ducke"	"Guyane francaise"	"1216G"	0.76	0.47	35
"Caryocar sp"	"Brésil"	"0210V"	0.75		
"Caryocar villosum Pers."	"Brésil"	"0228V"	0.81	0.43	29
"Cassipourea guianensis Aubl."	"Guadeloupe"	"0184"	0.78	0.45	33
"Castanopsis acuminatissima Rehd."	"Papua New Guinea"	"2772"	0.65	0.47	31
"Castanopsis acuminatissima Rehd."	"Papua New Guinea"	"2784"	0.64	0.49	30
"Castanopsis acuminatissima Rehd."	"Papua New Guinea"	"2806"	0.66	0.46	31
"Castanospermum australe Cunn. et Fraser"	"Vanuatu"	"2752C"	0.84	0.58	23
"Casuarina collina Poiss."	"Nouvelle Calédonie"	"0593"	1.09	0.39	34
"Casuarina collina Poiss."	"Réunion"	"3229"	0.82	0.49	29
"Casuarina collina Poiss."	"Réunion"	"3230"	0.83	0.55	32
"Casuarina collina Poiss."	"Réunion"	"3239"	0.71	0.45	26
"Casuarina collina Poiss."	"Réunion"	"3240"	0.86	0.47	31
"Casuarina equisetifolia Forst."	"Polynésie francaise"	"2868"	1.09	0.64	27
"Casuarina equisetifolia Forst."	"Réunion"	"3232"	1.05	0.67	28
"Casuarina equisetifolia Forst."	"Réunion"	"3234"	1.05	0.65	27
"Casuarina equisetifolia Forst."	"Réunion"	"3235"	1.03	0.64	29
"Casuarina equisetifolia Forst."	"Réunion"	"3241"	1.03	0.65	28
"Casuarina equisetifolia Forst."	"Guyane francaise"	"0401G"	1.05	0.56	31
"Casuarina glauca Sieb."	"Réunion"	"3231"	0.96	0.61	28
"Casuarina glauca Sieb."	"Réunion"	"3233"	0.93	0.60	28
"Casuarina glauca Sieb."	"Réunion"	"3236"	0.96	0.64	29
"Casuarina glauca Sieb."	"Réunion"	"3237"	0.94	0.60	30
"Casuarina glauca Sieb."	"Réunion"	"3238"	0.92	0.59	29
"Cathormion altissimum Hutch. et Dalz"	"Guinée"	"0524"	0.69	0.40	30
"Cathormion dinklagei Hutch. et Dalz"	"Guinée"	"0522"	0.87	0.39	29
"Catostemma albuquerquei Paula"	"Brésil"	"0231V"	0.89	0.63	29
"Catostemma fragrans Benth."	"Guyane francaise"	"0236"	0.89	0.64	27
"Cecropia sciadophylla Mart."	"Guyane francaise"	"0281G"	0.27	0.30	
"Cecropia sciadophylla Mart."	"Guyane francaise"	"0282G"	0.38	0.35	35
"Cecropia sciadophylla Mart."	"Guyane francaise"	"0283G"	0.31	0.30	
"Cecropia sciadophylla Mart."	"Guyane francaise"	"0284G"	0.29	0.34	38
"Cecropia sciadophylla Mart."	"Guyane francaise"	"0285G"	0.27	0.29	
"Cecropia sciadophylla Mart."	"Guyane francaise"	"0286G"	0.42	0.33	39
"Cedrela fissilis Vell."	"Paraguay"	"2823"	0.52	0.38	28
"Cedrela fissilis Vell."	"Paraguay"	"2890C"	0.47	0.36	27
"Cedrela odorata L."	"Guadeloupe"	"0164"	0.43	0.30	30
"Cedrela odorata L."	"Guadeloupe"	"0165"	0.46	0.32	20
"Cedrela odorata L."	"Guyane francaise"	"0389"	0.46	0.43	30
"Cedrela odorata L."	"Guadeloupe"	"2763"	0.45	0.28	33
"Cedrela odorata L."	"Guadeloupe"	"2770"	0.46	0.32	29
"Cedrela odorata L."	"Brésil"	"2951"	0.40	0.32	31
"Cedrela odorata L."	"Brésil"	"2953"	0.47	0.30	30
"Cedrela odorata L."	"Martinique"	"3068"	0.49	0.35	31
"Cedrela odorata L."	"Martinique"	"3073"	0.53	0.37	30
"Cedrela odorata L."	"Martinique"	"3077"	0.51	0.32	32
"Cedrela odorata L."	"Martinique"	"3107"	0.48	0.32	32
"Cedrela odorata L."	"Brésil"	"0072V"	0.40	0.35	36
"Cedrela odorata L."	"Brésil"	"0102V"	0.44	0.38	24
"Cedrela odorata L."	"Bénin"	"2893P"	0.44	0.38	30
"Cedrela odorata L."	"Bénin"	"2908P"	0.35	0.35	27
"Cedrela odorata L."	"Bénin"	"2941P"	0.37	0.32	31
"Cedrela odorata L."	"Bénin"	"2945P"	0.37	0.30	32
"Cedrela sp"	"Pérou"	"2701C"	0.55	0.42	27
"Cedrela sp"	"Brésil"	"2736C"	0.51	0.33	31
"Cedrela sp"	"Brésil"	"2885C"	0.51	0.36	27
"Cedrelinga catenaeformis Ducke"	"Guyane francaise"	"2596"	0.59	0.42	29
"Cedrelinga catenaeformis Ducke"	"Brésil"	"2914"	0.60	0.38	29
"Cedrelinga catenaeformis Ducke"	"Brésil"	"3038"	0.41	0.40	29
"Cedrelinga catenaeformis Ducke"	"Brésil Amazonie"	"3169"	0.49	0.37	28
"Cedrelinga catenaeformis Ducke"	"Brésil Amazonie"	"3176"	0.47	0.38	30
"Cedrelinga catenaeformis Ducke"	"Brésil"	"0055V"	0.43	0.42	30
"Cedrelinga catenaeformis Ducke"	"Brésil"	"0083V"	0.36	0.43	27
"Cedrelinga catenaeformis Ducke"	"Brésil"	"0174V"	0.43	0.39	29
"Cedrelinga catenaeformis Ducke"	"Brésil"	"0186V"	0.49	0.38	28
"Cedrelinga catenaeformis Ducke"	"Guyane francaise"	"0321G"	0.59	0.40	31
"Cedrelinga catenaeformis Ducke"	"Pérou"	"2703C"	0.47	0.46	29
"Cedrelinga catenaeformis Ducke"	"Pérou"	"2704C"	0.64	0.43	29
"Cedrelinga catenaeformis Ducke"	"Pérou"	"2705C"	0.54	0.41	28
"Cedrelinga catenaeformis Ducke"	"Pérou"	"2720C"	0.57	0.38	27
"Cedrus libani s.atlantica Holm."	"Maroc"	"0140"	0.51	0.30	32
"Ceiba pentandra Gaertn."	"Côte d'Ivoire"	"0378"	0.29	0.26	
"Ceiba pentandra Gaertn."	"Côte d'Ivoire"	"0435"	0.31	0.29	38
"Ceiba pentandra Gaertn."	"Côte d'Ivoire"	"0882"	0.29	0.37	38
"Ceiba pentandra Gaertn."	"Côte d'Ivoire"	"1069"	0.38	0.27	29
"Ceiba pentandra Gaertn."	"Côte d'Ivoire"	"1273"	0.33	0.27	37
"Ceiba pentandra Gaertn."	"Côte d'Ivoire"	"1283"	0.34	0.38	23
"Celtis adolfi-friderici Engl."	"RCA"	"1107"	0.70	0.49	26
"Celtis adolfi-friderici Engl."	"Côte d'Ivoire"	"2092"	0.66	0.40	28
"Celtis adolfi-friderici Engl."	"Côte d'Ivoire"	"2098"	0.66	0.44	25
"Celtis adolfi-friderici Engl."	"Côte d'Ivoire"	"2106"	0.71	0.50	26
"Celtis adolfi-friderici Engl."	"Côte d'Ivoire"	"2108"	0.62	0.40	26
"Celtis adolfi-friderici Engl."	"Côte d'Ivoire"	"2110"	0.64	0.43	28
"Celtis mildbraedii Engl."	"Côte d'Ivoire"	"0448"	0.62	0.49	23
"Celtis mildbraedii Engl."	"RCA"	"0909"	0.66	0.34	34
"Celtis mildbraedii Engl."	"Côte d'Ivoire"	"2093"	0.71	0.46	27
"Celtis mildbraedii Engl."	"Côte d'Ivoire"	"2095"	0.86	0.56	29
"Celtis mildbraedii Engl."	"Côte d'Ivoire"	"2100"	0.81	0.51	28
"Celtis mildbraedii Engl."	"Côte d'Ivoire"	"2101"	0.70	0.46	28
"Celtis mildbraedii Engl."	"Côte d'Ivoire"	"2105"	0.79	0.49	27
"Celtis mildbraedii Engl."	"Côte d'Ivoire"	"2107"	0.73	0.50	27
"Celtis mildbraedii Engl."	"Côte d'Ivoire"	"2109"	0.71	0.44	24
"Celtis mildbraedii Engl."	"Côte d'Ivoire"	"2112"	0.75	0.49	26
"Celtis mildbraedii Engl."	"Côte d'Ivoire"	"2115"	0.80	0.40	41
"Celtis mildbraedii Engl."	"Côte d'Ivoire"	"2117"	0.58	0.41	26
"Celtis sp"	"Côte d'Ivoire"	"2074"	0.74	0.44	28
"Celtis sp"	"Côte d'Ivoire"	"2075"	0.75	0.50	25
"Celtis sp"	"Côte d'Ivoire"	"2097"	0.90	0.55	22
"Celtis tessmannii Rendle"	"Rép. Congo"	"1432"	0.75	0.57	21
"Celtis tessmannii Rendle"	"Rép. Congo"	"1435"	0.79	0.55	22
"Celtis tessmannii Rendle"	"Rép. Congo"	"1440"	0.78	0.52	21
"Celtis tessmannii Rendle"	"Gabon"	"1781"	0.74	0.42	25
